"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C98722","C203912",,"MRCT Center Clinical Research Glossary","expanded access",,"A process for a doctor to request an unapproved treatment for a seriously ill patient. (https://mrctcenter.org/glossaryterm/expanded-access/)","Expanded Access Study","MRCT CT 2025-09-26"
"C147146","C203912",,"MRCT Center Clinical Research Glossary","exploratory research",,"A process to find facts that can guide the design of future studies. (https://mrctcenter.org/glossaryterm/exploratory-research/)","Exploratory Research","MRCT CT 2025-09-26"
"C154589","C203912",,"MRCT Center Clinical Research Glossary","focus group",,"A group interview to learn what people think about a topic. (https://mrctcenter.org/glossaryterm/focus-group/)","Focus Group","MRCT CT 2025-09-26"
"C25515","C203912",,"MRCT Center Clinical Research Glossary","frequency",,"How often something happens over a period of time. (https://mrctcenter.org/glossaryterm/frequency/)","Temporal Frequency","MRCT CT 2025-09-26"
"C142429","C203912",,"MRCT Center Clinical Research Glossary","generalizability",,"How research results can apply to people who were not part of the study. (https://mrctcenter.org/glossaryterm/generalizability/)","Clinical Generalizability","MRCT CT 2025-09-26"
"C15709","C203912",,"MRCT Center Clinical Research Glossary","genetic testing",,"A medical test that could identify a health risk to them or their biological family members by looking at their genes (DNA). (https://mrctcenter.org/glossaryterm/genetic-testing/)","Genetic Testing","MRCT CT 2025-09-26"
"C93150","C203912",,"MRCT Center Clinical Research Glossary","hazard ratio",,"A measure of risk that compares two treatments in the same study. (https://mrctcenter.org/glossaryterm/hazard-ratio/)","Hazard Ratio","MRCT CT 2025-09-26"
"C49651","C203912",,"MRCT Center Clinical Research Glossary","healthy volunteer",,"A study participant who does not have a disease or condition, including the one being studied. (https://mrctcenter.org/glossaryterm/healthy-volunteer/)","Healthy Subject","MRCT CT 2025-09-26"
"C27998","C203912",,"MRCT Center Clinical Research Glossary","hereditary",,"A parent's features and traits being passed to their biological children before birth. (https://mrctcenter.org/glossaryterm/hereditary/)","Hereditary","MRCT CT 2025-09-26"
"C70665","C203912",,"MRCT Center Clinical Research Glossary","human subject",,"A person who participates in a research study. (https://mrctcenter.org/glossaryterm/human-subject/)","Human Study Subject","MRCT CT 2025-09-26"
"C142668","C203912",,"MRCT Center Clinical Research Glossary","hypothesis",,"An idea that is tested in a research study. (https://mrctcenter.org/glossaryterm/hypothesis/)","Research Hypothesis","MRCT CT 2025-09-26"
"C17930","C203912",,"MRCT Center Clinical Research Glossary","immune response",,"The body's reaction to a substance, illness, or infection. (https://mrctcenter.org/glossaryterm/immune-response/)","Immune Response Process","MRCT CT 2025-09-26"
"C16726","C203912",,"MRCT Center Clinical Research Glossary","incidence",,"Number of new cases or events during a period of time. (https://mrctcenter.org/glossaryterm/incidence/)","Incidence","MRCT CT 2025-09-26"
"C25532","C203912",,"MRCT Center Clinical Research Glossary","inclusion criteria",,"A list of requirements a person must meet to take part in a study. (https://mrctcenter.org/glossaryterm/inclusion-criteria/)","Inclusion Criteria","MRCT CT 2025-09-26"
"C16735","C203912",,"MRCT Center Clinical Research Glossary","informed consent",,"The process of learning and discussing the details of a research study before deciding whether to take part. (https://mrctcenter.org/glossaryterm/informed-consent/)","Informed Consent","MRCT CT 2025-09-26"
"C15388","C203912",,"MRCT Center Clinical Research Glossary","infusion",,"A way to give a fluid to the study participant, usually through a vein. (https://mrctcenter.org/glossaryterm/infusion/)","Infusion Procedure","MRCT CT 2025-09-26"
"C16741","C203912",,"MRCT Center Clinical Research Glossary","Institutional Review Board (IRB)",,"A team of people who review studies to protect the rights and welfare of study participants. (https://mrctcenter.org/glossaryterm/institutional-review-board-irb/)","Institutional Review Board","MRCT CT 2025-09-26"
"C82667","C203912",,"MRCT Center Clinical Research Glossary","Investigational Device Exemption (IDE)",,"An approval given by the United States Food & Drug Administration to use a medical tool, instrument, test, or method in a study that enrolls people.  (https://mrctcenter.org/glossaryterm/investigational-device-exemption-ide/)","Investigational Device Exemption","MRCT CT 2025-09-26"
"C72968","C203912",,"MRCT Center Clinical Research Glossary","investigational device",,"A medical tool, instrument, or test that has not yet been approved for the reason being studied in the research. (https://mrctcenter.org/glossaryterm/investigational-device/)","Investigational Medical Device","MRCT CT 2025-09-26"
"C202579","C203912",,"MRCT Center Clinical Research Glossary","investigational medicine",,"A treatment or drug that is not yet approved for the condition being studied. (https://mrctcenter.org/glossaryterm/investigational-medicine/)","Investigational Medicinal Product","MRCT CT 2025-09-26"
"C96090","C203912",,"MRCT Center Clinical Research Glossary","Investigational New Drug (IND) application",,"An application to the United States Food & Drug Administration (FDA) to get permission to use a drug in a research study that enrolls people. (https://mrctcenter.org/glossaryterm/investigational-new-drug-ind-application/)","Investigational New Drug Application","MRCT CT 2025-09-26"
"C41161","C203912",,"MRCT Center Clinical Research Glossary","investigational product",,"A drug, device, vaccine or other treatment being tested in a study. (https://mrctcenter.org/glossaryterm/investigational-product/)","Protocol Agent","MRCT CT 2025-09-26"
"C25936","C203912",,"MRCT Center Clinical Research Glossary","investigator",,"A person who leads a research study. (https://mrctcenter.org/glossaryterm/investigator/)","Investigator","MRCT CT 2025-09-26"
"C16032","C203912",,"MRCT Center Clinical Research Glossary","long-term follow-up (research)",,"When researchers continue to collect data from study participants after initial research activities are completed. (https://mrctcenter.org/glossaryterm/long-term-follow-up-research/)","Long-term Follow-up","MRCT CT 2025-09-26"
"C15273","C203912",,"MRCT Center Clinical Research Glossary","longitudinal study",,"Research that collects data from the same participants over a long time. (https://mrctcenter.org/glossaryterm/longitudinal-study/)","Longitudinal Study","MRCT CT 2025-09-26"
"C16809","C203912",,"MRCT Center Clinical Research Glossary","Magnetic Resonance Imaging (MRI)",,"A way to take pictures of the inside of a person's body with a machine that uses strong magnets and radio waves. (https://mrctcenter.org/glossaryterm/magnetic-resonance-imaging-mri/)","Magnetic Resonance Imaging","MRCT CT 2025-09-26"
"C191278","C203912",,"MRCT Center Clinical Research Glossary","masking (study treatment)",,"Hiding or covering what the study treatments look like so participants cannot tell the difference. (https://mrctcenter.org/glossaryterm/masking-study-treatment/)","Masking","MRCT CT 2025-09-26"
"C165770","C203912",,"MRCT Center Clinical Research Glossary","master protocol",,"An overall research plan that guides sub-studies that have their own research questions. (https://mrctcenter.org/glossaryterm/master-protocol/)","Master Protocol","MRCT CT 2025-09-26"
"C25564","C203912",,"MRCT Center Clinical Research Glossary","maximum",,"The most or largest amount. (https://mrctcenter.org/glossaryterm/maximum/)","Maximum","MRCT CT 2025-09-26"
"C53319","C203912",,"MRCT Center Clinical Research Glossary","mean",,"The average. (https://mrctcenter.org/glossaryterm/mean/)","Arithmetic Mean","MRCT CT 2025-09-26"
"C28007","C203912",,"MRCT Center Clinical Research Glossary","median",,"The middle number in a set of numbers when listed in order from lowest to highest. (https://mrctcenter.org/glossaryterm/median/)","Median","MRCT CT 2025-09-26"
"C16830","C203912",,"MRCT Center Clinical Research Glossary","medical device",,"A test kit, implant, or other item that can be used, worn, or inserted to prevent, diagnose, monitor, or treat a disease, condition, or symptom. (https://mrctcenter.org/glossaryterm/medical-device/)","Medical Device","MRCT CT 2025-09-26"
"C25570","C203912",,"MRCT Center Clinical Research Glossary","minimal","minimum","Very small. (https://mrctcenter.org/glossaryterm/minimal/)","Minimum","MRCT CT 2025-09-26"
"C156663","C203912",,"MRCT Center Clinical Research Glossary","minor",,"Someone considered too young to give legal consent. (https://mrctcenter.org/glossaryterm/minor/)","Minor Person","MRCT CT 2025-09-26"
"C61256","C203912",,"MRCT Center Clinical Research Glossary","monitor",,"To observe, check or evaluate something in a study over time. (https://mrctcenter.org/glossaryterm/monitor/)","Monitoring","MRCT CT 2025-09-26"
"C184382","C203912",,"MRCT Center Clinical Research Glossary","morbidity (rate)",,"The number of people who develop a disease or illness in a group over time. (https://mrctcenter.org/glossaryterm/morbidity-rate/)","Morbidity Rate","MRCT CT 2025-09-26"
"C16880","C203912",,"MRCT Center Clinical Research Glossary","mortality (rate)",,"The number of deaths in a group of people over time. (https://mrctcenter.org/glossaryterm/mortality-rate/)","Mortality Rate","MRCT CT 2025-09-26"
"C16104","C203912",,"MRCT Center Clinical Research Glossary","multicenter trial",,"A study that takes place at more than one research center. (https://mrctcenter.org/glossaryterm/multicenter-trial/)","Multi-Institutional Clinical Trial","MRCT CT 2025-09-26"
"C35681","C203912",,"MRCT Center Clinical Research Glossary","negative test result",,"A test result that shows a person does not have what was tested for. (https://mrctcenter.org/glossaryterm/negative-test-result/)","Negative Test Result","MRCT CT 2025-09-26"
"C203922","C203912",,"MRCT Center Clinical Research Glossary","negligible",,"So small that it has little to no impact. (https://mrctcenter.org/glossaryterm/negligible/)","Negligible","MRCT CT 2025-09-26"
"C201294","C203912",,"MRCT Center Clinical Research Glossary","non-compliance",,"Not following research requirements. (https://mrctcenter.org/glossaryterm/non-compliance/)","Subject Noncompliance","MRCT CT 2025-09-26"
"C184386","C203912",,"MRCT Center Clinical Research Glossary","non-inferiority trial",,"A study to test if a study treatment works about as well as another treatment for the same condition. (https://mrctcenter.org/glossaryterm/non-inferiority-trial/)","Non-Inferiority Trial","MRCT CT 2025-09-26"
"C142450","C203912",,"MRCT Center Clinical Research Glossary","objective",,"A purpose or goal of a study. (https://mrctcenter.org/glossaryterm/objective/)","Clinical Trial Objective","MRCT CT 2025-09-26"
"C16084","C203912",,"MRCT Center Clinical Research Glossary","observational study",,"A study that collects health information about study participants without giving a treatment. (https://mrctcenter.org/glossaryterm/observational-study/)","Observational Study","MRCT CT 2025-09-26"
"C16932","C203912",,"MRCT Center Clinical Research Glossary","odds ratio",,"The chance of a health event happening in one group compared with the chance of the same event happening in another group. (https://mrctcenter.org/glossaryterm/odds-ratio/)","Odds Ratio","MRCT CT 2025-09-26"
"C125600","C203912",,"MRCT Center Clinical Research Glossary","off-label",,"The use of a treatment in a different way or for a condition other than what it is approved for. (https://mrctcenter.org/glossaryterm/off-label/)","Off-Label Treatment","MRCT CT 2025-09-26"
"C49659","C203912",,"MRCT Center Clinical Research Glossary","open-label",,"A type of study where participants and research staff know which treatment participants are being given. (https://mrctcenter.org/glossaryterm/open-label/)","Open Label Study","MRCT CT 2025-09-26"
"C221715","C203912",,"MRCT Center Clinical Research Glossary","opt-in",,"To agree to optional study activities or optional data uses that are not required for the study. (https://mrctcenter.org/glossaryterm/opt-in/)","Subject Opt-In for Optional Activities","MRCT CT 2025-09-26"
"C221714","C203912",,"MRCT Center Clinical Research Glossary","opt-out",,"To decline optional study activities or optional data uses that are not required for the study. (https://mrctcenter.org/glossaryterm/opt-out/)","Subject Opt-Out for Optional Activities","MRCT CT 2025-09-26"
"C204098","C203912",,"MRCT Center Clinical Research Glossary","outcome (of study)",,"A description of the overall results of the study. (https://mrctcenter.org/glossaryterm/outcome-of-study/)","Study Outcome Description","MRCT CT 2025-09-26"
"C93407","C203912",,"MRCT Center Clinical Research Glossary","outcome measure",,"The way that a study endpoint is measured. (https://mrctcenter.org/glossaryterm/outcome-measure/)","Study Outcome Measurement","MRCT CT 2025-09-26"
"C44185","C203912",,"MRCT Center Clinical Research Glossary","p-value (probability value)",,"A number that researchers use to show that a result did not occur by chance. (https://mrctcenter.org/glossaryterm/p-value-probability-value/)","P-Value","MRCT CT 2025-09-26"
"C83083","C203912",,"MRCT Center Clinical Research Glossary","participant code",,"A set of numbers, letters, or both that is used to identify a participant instead of their personal information. (https://mrctcenter.org/glossaryterm/participant-code/)","Subject Identifier","MRCT CT 2025-09-26"
"C95401","C203912",,"MRCT Center Clinical Research Glossary","Patient Reported Outcomes (PROs)",,"The information that patients share about their own health or well-being to answer questions in a study. (https://mrctcenter.org/glossaryterm/patient-reported-outcomes-pros/)","Patient Reported Outcome","MRCT CT 2025-09-26"
"C16963","C203912",,"MRCT Center Clinical Research Glossary","peer review",,"Evaluation by independent experts. (https://mrctcenter.org/glossaryterm/peer-review/)","Peer Review","MRCT CT 2025-09-26"
"C90492","C203912",,"MRCT Center Clinical Research Glossary","personal data",,"Any information that is related to a person, including information that can identify them. (https://mrctcenter.org/glossaryterm/personal-data/)","Personal Information","MRCT CT 2025-09-26"
"C49662","C203912",,"MRCT Center Clinical Research Glossary","Pharmacodynamic (PD) study",,"A study that measures the effects of a drug on the human body. (https://mrctcenter.org/glossaryterm/pharmacodynamic-pd-study/)","Pharmacodynamic Study","MRCT CT 2025-09-26"
"C15299","C203912",,"MRCT Center Clinical Research Glossary","Pharmacokinetic (PK) study",,"A study that measures what happens to a drug in a person's body over time. (https://mrctcenter.org/glossaryterm/pharmacokinetic-pk-study/)","Pharmacokinetics","MRCT CT 2025-09-26"
"C142637","C203912",,"MRCT Center Clinical Research Glossary","pharmacovigilance",,"A process to detect, review, and make decisions about drug safety to protect patients. (https://mrctcenter.org/glossaryterm/pharmacovigilance/)","Pharmacovigilance","MRCT CT 2025-09-26"
"C48281","C203912",,"MRCT Center Clinical Research Glossary","phase",,"A step in the overall clinical research process to test a new drug or treatment. (https://mrctcenter.org/glossaryterm/phase/)","Trial Phase","MRCT CT 2025-09-26"
