"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C209460","C67497",,"CDISC Glossary","antagonistic effect",,"An interaction between bioactive compounds or drugs that is deemed to be less than the sum of each individual component. NOTE: The terms additivity, synergism, and antagonism should be used with care, unless the specific pharmacological pathways or mechanisms of action of the investigated drugs are known. [After Calzetta L, Koziol-White C. Pharmacological interactions: Synergism, or not synergism, that is the question. Curr Res Pharmacol Drug Discov. 2021 Aug 11;2:100046.] See also synergistic effect, antagonistic effect, drug interaction.","Antagonistic Effect","Glossary CT 2025-09-26"
"C16295","C67497",,"CDISC Glossary","antibody",,"A type of protein made by B lymphocytes in response to a foreign substance (antigen). Each antibody only binds to a specific antigen, helping to destroy the antigen directly or by assisting white blood cells to destroy the antigen. [NCI] See also antigen, immune system, autoimmunity.","Antibody","Glossary CT 2025-09-26"
"C41333","C67497",,"CDISC Glossary","anticipated adverse event",,"Other adverse events that are not study endpoints and are not ""expected"" (i.e., because they are not in the investigator's brochure) that can be anticipated to occur with some frequency during the course of the trial, regardless of drug exposure, depending on the patient population and disease under study. NOTE: Examples of such ""anticipated"" events include known consequences of the underlying disease or condition under investigation, events anticipated from any background regimen, or re-emergence or worsening of a condition relative to pretreatment baseline. [after FDA, Guidance for Industry and Investigators: Safety Reporting Requirements for INDs and BA/BE Studies]","Expected Adverse Event","Glossary CT 2025-09-26"
"C268","C67497",,"CDISC Glossary","antigen",,"Any substance, generally a protein, that stimulates the immune system and elicits an immune response. Recognition by the immune system elicits either a T-lymphocyte response, recognizing processed antigens, or a B-lymphocyte response, producing antibodies that bind to unprocessed antigens. [NCI] See also antibody, immune system, autoimmunity.","Antigen","Glossary CT 2025-09-26"
"C142393","C67497",,"CDISC Glossary","applet",,"A small application, typically downloaded from a server.","Applet","Glossary CT 2025-09-26"
"C142394","C67497",,"CDISC Glossary","applicable regulatory requirement(s)",,"Any law(s) or regulation(s) addressing the conduct of clinical trials of investigational products. [ICH E6(R2) Glossary, 1.4]","Applicable Regulatory Requirement","Glossary CT 2025-09-26"
"C142551","C67497",,"CDISC Glossary","approvable letter",,"An official communication from FDA to an NDA/ BLA sponsor that lists issues to be resolved before an approval can be issued. [Modified from 21 CFR 314.3; Guidance to industry and FDA staff (10/08/2003)]","FDA Approvable Letter","Glossary CT 2025-09-26"
"C70800","C67497",,"CDISC Glossary","approval (in relation to Institutional Review Boards)",,"The affirmative decision of the IRB that the clinical trial has been reviewed and may be conducted at the institution site within the constraints set forth by the IRB, the institution, good clinical practice (GCP), and the applicable regulatory requirements. [ICH E6]","Institutional Review Board Approval","Glossary CT 2025-09-26"
"C70799","C67497",,"CDISC Glossary","approval letter",,"An official communication from FDA to inform an applicant of a decision to allow commercial marketing consistent with conditions of approval. [Modified from 21 CFR 314.3; Guidance to industry and FDA staff (10/08/2003)]","Approval Document","Glossary CT 2025-09-26"
"C16309","C67497",,"CDISC Glossary","artificial intelligence (AI)",,"A system's ability to correctly interpret external data, to learn from such data, and to use those learnings to achieve specific goals and tasks through flexible adaptation. NOTE: Types of artificial intelligence include generative AI and large language models. [Kaplan, A; Haenlein, M (1 January 2019) Business Horizons; IEEE-USA POSITION STATEMENT. Artificial Intelligence Research, Development & Regulation Adopted by the IEEE-USA, Board of Directors (February 2017); After FDA Medical Products Paper: Artificial Intelligence & Medical Products: How CBER, CDER, CDRH, and OCP are Working Together, March 2024] See also machine learning, deep learning, natural language processing, synthetic data.","Artificial Intelligence","Glossary CT 2025-09-26"
"C203934","C67497",,"CDISC Glossary","assent form",,"A document explaining all the relevant information to assist an individual, who is unable to give informed consent on their own behalf, in understanding the expectations and risks in making a decision about a procedure.","Assent Form","Glossary CT 2025-09-26"
"C25217","C67497",,"CDISC Glossary","assessment",,"The interpretation or evaluation of an obtained value by using a test, tool, instrument, or expert judgement of the status of a study subject. [After BEST Resource] See also variable, outcome, endpoint.","Assessment","Glossary CT 2025-09-26"
"C25358","C67497",,"CDISC Glossary","attributable",,"A quality by which records and data can be traced back to the subject to whom they pertain, as well as to those persons who have acted on the records.","Attribution","Glossary CT 2025-09-26"
"C62618","C67497",,"CDISC Glossary","attribute (n)",,"In data modeling, refers to specific items of data that can be collected for a class.","Computer Programming Object Attribute","Glossary CT 2025-09-26"
"C208448","C67497",,"CDISC Glossary","audit certificate",,"Document that certifies that an audit has taken place (at an investigative site, CRO, or clinical research department of a pharmaceutical company). [ICH E6 Glossary]","Audit Certificate","Glossary CT 2025-09-26"
"C142395","C67497",,"CDISC Glossary","audit report",,"A written evaluation by the auditor of the results of the audit. [Modified from ICH E6 Glossary]","Audit Report","Glossary CT 2025-09-26"
"C142396","C67497",,"CDISC Glossary","audit trail",,"A process that captures details such as additions, deletions, or alterations of information in an electronic record without obliterating the original record. An audit trail facilitates the reconstruction of the history of such actions relating to the electronic record. [after ICH E6, CSUICI]","Audit Trail","Glossary CT 2025-09-26"
"C45269","C67497",,"CDISC Glossary","audit",,"A systematic and independent examination of trial-related activities and documents to determine whether the evaluated trial-related activities were conducted and the data were recorded, analyzed, and accurately reported according to the protocol, sponsor's standard operating procedures (SOPs), good clinical practice (GCP), and the applicable regulatory requirement(s). [ICH E6 Glossary]","Audit","Glossary CT 2025-09-26"
"C156618","C67497",,"CDISC Glossary","authorised auxiliary medicinal product",,"A medicinal product that is currently authorised for marketing in a country or region, that is related to the specific needs of the clinical trial as described in the protocol, but not as an investigational medicinal product, regardless of labelling of the auxiliary medicinal product. [after EU CTR]","Authorized Auxiliary Medicinal Product","Glossary CT 2025-09-26"
"C156617","C67497",,"CDISC Glossary","authorised investigational medicinal product",,"A medicinal product that is currently authorised for marketing in a country or region and used as an investigational medicinal product, irrespective of changes to the labelling of the medicinal product. [After EU CTR (EU) No 536/2014] See also investigational medicinal product.","Authorized Investigational Medicinal Product","Glossary CT 2025-09-26"
"C41192","C67497",,"CDISC Glossary","authorization",,"The process of giving someone permission to do or have something. In multi-user computer systems, a system administrator defines for the system which users are allowed access to the system and what privileges of use are permitted. [HL7 EHR-S FM Glossary of Terms, 2010].","Authorization","Glossary CT 2025-09-26"
"C26053","C67497",,"CDISC Glossary","autoimmunity",,"An attack response of the immune system against the body's own components. [Janeway CA Jr, Travers P, Walport M, et al. Immunobiology: The Immune System in Health and Disease. 5th edition. New York: Garland Science; 2001. Autoimmune responses are directed against self antigens. Available from: https://www.ncbi.nlm.nih.gov/books/NBK27155/] See also immune system, antibody, antigen.","Autoimmune Status","Glossary CT 2025-09-26"
"C156473","C67497",,"CDISC Glossary","auxiliary medicinal product",,"A medicinal product that is related to the specific needs of the clinical trial as described in the protocol, but not as an investigational medicinal product. NOTE: Auxiliary medicinal products may be authorised for marketing in a country or region or non-authorised. [after EU-CTR]","Auxiliary Medicinal Product","Glossary CT 2025-09-26"
"C142397","C67497",,"CDISC Glossary","back translation (natural language)",,"The process of translating a document that was translated from one language to another back to the original language. Used to ensure that consent forms, surveys, and other clinical trial documents will be clear and accurate in the translated form.","Back Translation","Glossary CT 2025-09-26"
"C142649","C67497",,"CDISC Glossary","background material",,"Information pertinent to the understanding of a protocol. NOTE: Examples include investigator brochure, literature review, history, rationale, or other documentation that places a study in context or presents critical features.","Protocol Background Material","Glossary CT 2025-09-26"
"C165822","C67497",,"CDISC Glossary","background treatment",,"Medicinal products that are administered to each clinical trial subject, regardless of randomization group, a) to treat the indication which is the object of the study, or b) required in the protocol as part of standard care for a condition that is not the indication under investigation, and is relevant for the clinical trial design. [After Recommendations from the expert group on clinical trials for the implementation of Regulation (EU) No 536/2014' dd 28 June 2017]","Background Treatment","Glossary CT 2025-09-26"
"C142398","C67497",,"CDISC Glossary","balanced study",,"Trial in which a particular type of subject is equally represented in each study group.","Balanced Study","Glossary CT 2025-09-26"
"C142399","C67497",,"CDISC Glossary","bandwidth",,"An indicator of the throughput (speed) of data flow on a transmission path; the width of the range of frequencies on which a transmission medium carries electronic signals. All digital and analog signal channels have a bandwidth.","Bandwidth","Glossary CT 2025-09-26"
"C142400","C67497",,"CDISC Glossary","baseline assessment",,"Assessment of subjects as they enter a trial and before they receive any treatment.","Baseline Assessment","Glossary CT 2025-09-26"
"C142401","C67497",,"CDISC Glossary","baseline characteristics",,"Demographic, clinical, and other data collected for each participant at the beginning of the trial before the intervention is administered. NOTE: Randomized, controlled trials aim to compare groups of participants that differ only with respect to the intervention (treatment). although proper random assignment prevents selection bias, it does not guarantee that the groups are equivalent at baseline. any differences in baseline characteristics are, however, the result of chance rather than bias. The study groups should be compared at baseline for important demographic and clinical characteristics. Baseline data may be especially valuable when the outcome measure can also be measured at the start of the trial. [CONSORT statement]","Baseline Characteristics","Glossary CT 2025-09-26"
"C142402","C67497",,"CDISC Glossary","baseline imbalance",,"A systematic error in creating intervention groups, such that they differ with respect to prognosis. That is, the groups differ in measured or unmeasured baseline characteristics because of the way participants were selected or assigned. NOTE: also used to mean that the participants are not representative of the population of all possible participants. [ICH E9]","Baseline Imbalance","Glossary CT 2025-09-26"
"C202580","C67497",,"CDISC Glossary","basket trial design",,"A type of trial design under a master protocol designed to test a single investigational drug or drug combination in different populations defined by disease stage, histology, number of prior therapies, genetic or other biomarkers, or demographic characteristics. [After US FDA, Master Protocols: Efficient Clinical Trial Design Strategies to Expedite Development of Oncology Drugs and Biologics Guidance for Industry, 2022] See also master protocol.","Basket Trial Design","Glossary CT 2025-09-26"
"C209461","C67497",,"CDISC Glossary","basket trial",,"A type of trial conducted under a master protocol and designed to test a single investigational drug or drug combination in different populations defined by disease stage, histology, number of prior therapies, genetic or other biomarkers, or demographic characteristics. [After US FDA, Master Protocols: Efficient Clinical Trial Design Strategies to Expedite Development of Oncology Drugs and Biologics Guidance for Industry, 2022; Woodcock J, LaVange LM. Master Protocols to Study Multiple Therapies, Multiple Diseases, or Both. N Engl J Med. 2017 Jul 6;377(1):62-70.]. See also basket trial design, adaptive design, master protocol.","Basket Trial","Glossary CT 2025-09-26"
"C142403","C67497",,"CDISC Glossary","Bayesian approaches",,"Approaches to data analysis that provide a posterior probability distribution for some parameter (e.g., treatment effect), derived from the observed data and a prior probability distribution for the parameter. The posterior distribution is then used as the basis for statistical inference. [ICH E9 Glossary]","Bayesian Approach","Glossary CT 2025-09-26"
"C142404","C67497",,"CDISC Glossary","Bayesian statistics",,"Statistical approach named for Thomas Bayes (1701-1761) that has among its features giving a subjective interpretation to probability, accepting the idea that it is possible to talk about the probability of hypotheses being true and of parameters having particular values.","Bayesian Statistics","Glossary CT 2025-09-26"
"C218724","C67497",,"CDISC Glossary","benefit summary",,"A description of any physical, psychological, social, or other potential positive effects to individual participants as a result of participating in the study, addressing immediate potential benefits and/or long-range potential benefits. NOTE: In a benefit summary, no or minimal benefits must also be described. [After ICH M11] See also clinical benefit, treatment benefit.","Trial Participant Benefit Summary","Glossary CT 2025-09-26"
"C142405","C67497",,"CDISC Glossary","beta error",,"Probability of showing no significant difference when a true difference exists; a false acceptance of the null hypothesis. See also Type 2 error. [AMA Manual of style]","Beta Error","Glossary CT 2025-09-26"
"C28232","C67497",,"CDISC Glossary","bias",,"Bias refers to defects in study design, measurement, analysis or interpretation such that they cause a result to depart from the true value in a consistent direction. [after AMA Manual of style, ICH E9, CONSORT Statement]","Bias","Glossary CT 2025-09-26"
"C16341","C67497",,"CDISC Glossary","bioanalytical assays",,"Methods for quantitative measurement of a drug, drug metabolites, or chemicals in biological fluids.","Bioassay","Glossary CT 2025-09-26"
"C70913","C67497",,"CDISC Glossary","bioavailability",,"Rate and extent to which a drug is absorbed or is otherwise available to the treatment site in the body.","Bioavailability","Glossary CT 2025-09-26"
"C179748","C67497",,"CDISC Glossary","biobanking","Specimen Banking","The storage of collected biospecimens for future use. (After NHMRC (2010) National Health and Medical Research Council ""Biobanks information paper"". Canberra. https://www.nhmrc.gov.au/sites/default/files/documents/attachments/Biobanks-information-paper-2010.pdf) See also biospecimen, biorepository.","Biospecimen Storage","Glossary CT 2025-09-26"
"C71763","C67497",,"CDISC Glossary","bioequivalence",,"Scientific basis on which drugs with the same active ingredient(s) are compared. NOTE: To be considered bioequivalent, the bioavailability of two products must not differ significantly when the two products are given in studies at the same dosage under similar conditions.","Bioequivalence","Glossary CT 2025-09-26"
"C307","C67497",,"CDISC Glossary","biological product",,"A product of biological origin applicable to the prevention, treatment, or cure of a disease or condition. Such products may include virus, therapeutic serum, toxin, antitoxin, vaccine, blood, blood component or derivative, allergenic product, protein, or analogous product. NOTE: Biological products may be produced through biotechnology in a living system, such as a microorganism, plant cell, or animal cell. Biological products are generally large, complex molecules and are often more difficult to characterize than small molecule drugs. [After 21 CFR 600.3; After FDA Biological Product Definitions] See also vaccine, cell therapy, gene therapy, pharmaceutical product, drug product, medicinal product.","Biological Agent","Glossary CT 2025-09-26"
"C71778","C67497",,"CDISC Glossary","Biologics licensing application (BLA)",,"Biologics licensing application (BLA). an application to FDA for a license to market a new biologic product in the United states.","Biologics License Application","Glossary CT 2025-09-26"
"C16342","C67497",,"CDISC Glossary","biomarker","biological marker","A defined characteristic that is measured as an indicator of normal biological processes, pathogenic processes, or responses to an exposure or intervention, including therapeutic interventions. Molecular, histologic, radiographic, or physiologic characteristics are types of biomarkers. A biomarker is not an assessment of how an individual feels, functions, or survives. Categories of biomarkers include: susceptibility/risk biomarker; diagnostic biomarker; monitoring biomarker; prognostic biomarker; predictive biomarker; safety biomarker; pharmacodynamic/response biomarker. [NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/]","Biomarker","Glossary CT 2025-09-26"
"C142406","C67497",,"CDISC Glossary","biometric signature",,"A signature based on the verification of an individual's identity, based on measurement of the individual's physical feature(s) or repeatable action(s), where those features and/or actions are both unique to that individual, and measureable [21 CFR 11]","Biometric Signature","Glossary CT 2025-09-26"
"C48800","C67497",,"CDISC Glossary","biorepository","Biobank","A storage facility for biospecimens. NOTE: The biorepository has stringent guidelines regarding the standardized collection, handling, storage, and documentation of biological specimens. See also biobanking, biospecimen.","Biorepository","Glossary CT 2025-09-26"
