"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C201314","C201254",,"DDF Biomedical Concept Attribute Terminology","Biomedical Concept Synonym",,"A word or an expression that serves as a figurative, symbolic, or exact substitute for a biomedical concept, and which has the same meaning.","Biomedical Concept Synonym","DDF CT 2025-09-26"
"C201255",,"No","DDF Biomedical Concept Category Attribute Terminology","DDF Biomedical Concept Category Attribute Terminology","DDF Biomedical Concept Category Attribute Terminology","A terminology value set relevant to the attributes of the biomedical concept category.","CDISC DDF Biomedical Concept Category Attribute Terminology","DDF CT 2025-09-26"
"C201315","C201255",,"DDF Biomedical Concept Category Attribute Terminology","Biomedical Concept Category Code",,"A symbol or combination of symbols which is assigned to the biomedical concept category.","Biomedical Concept Category Code","DDF CT 2025-09-26"
"C201316","C201255",,"DDF Biomedical Concept Category Attribute Terminology","Biomedical Concept Category Description",,"A narrative representation of the biomedical concept category.","Biomedical Concept Category Description","DDF CT 2025-09-26"
"C207471","C201255",,"DDF Biomedical Concept Category Attribute Terminology","Biomedical Concept Category Label",,"The short descriptive designation for the biomedical concept category.","Biomedical Concept Category Label","DDF CT 2025-09-26"
"C201317","C201255",,"DDF Biomedical Concept Category Attribute Terminology","Biomedical Concept Category Name",,"The literal identifier (i.e., distinctive designation) of the biomedical concept category.","Biomedical Concept Category Name","DDF CT 2025-09-26"
"C215533","C201255",,"DDF Biomedical Concept Category Attribute Terminology","Biomedical Concept Category Notes",,"A brief written record relevant to the biomedical concept category.","Biomedical Concept Category Note","DDF CT 2025-09-26"
"C201256",,"No","DDF Biomedical Concept Property Attribute Terminology","DDF Biomedical Concept Property Attribute Terminology","DDF Biomedical Concept Property Attribute Terminology","A terminology value set relevant to the attributes of the biomedical concept property.","CDISC DDF Biomedical Concept Property Attribute Terminology","DDF CT 2025-09-26"
"C201318","C201256",,"DDF Biomedical Concept Property Attribute Terminology","Biomedical Concept Property Concept Code",,"A concept unique identifier assigned to a biomedical concept property that points to the meaning of that biomedical concept property.","Biomedical Concept Property Concept Code","DDF CT 2025-09-26"
"C202496","C201256",,"DDF Biomedical Concept Property Attribute Terminology","Biomedical Concept Property Enabled Indicator",,"An indication as to whether the biomedical concept property is activated for use within a given usage context for a biomedical concept.","Biomedical Concept Property Enabled Indicator","DDF CT 2025-09-26"
"C207472","C201256",,"DDF Biomedical Concept Property Attribute Terminology","Biomedical Concept Property Label",,"The short descriptive designation for the biomedical concept property.","Biomedical Concept Property Label","DDF CT 2025-09-26"
"C202494","C201256",,"DDF Biomedical Concept Property Attribute Terminology","Biomedical Concept Property Name",,"The literal identifier (i.e., distinctive designation) of the biomedical concept property.","Biomedical Concept Property Name","DDF CT 2025-09-26"
"C215531","C201256",,"DDF Biomedical Concept Property Attribute Terminology","Biomedical Concept Property Notes",,"A brief written record relevant to the biomedical concept property.","Biomedical Concept Property Note","DDF CT 2025-09-26"
"C202495","C201256",,"DDF Biomedical Concept Property Attribute Terminology","Biomedical Concept Property Required Indicator",,"An indication as to whether the biomedical concept property is required.","Biomedical Concept Property Required Indicator","DDF CT 2025-09-26"
"C201319","C201256",,"DDF Biomedical Concept Property Attribute Terminology","Biomedical Concept Property Response Data Type",,"The structural format of the biomedical concept property response value. The datatype is carried in the attribute and influences the set of allowable values the attribute may assume. (After HL7)","Biomedical Concept Property Response Data Type","DDF CT 2025-09-26"
"C201257",,"No","DDF Biomedical Concept Surrogate Attribute Terminology","DDF Biomedical Concept Surrogate Attribute Terminology","DDF Biomedical Concept Surrogate Attribute Terminology","A terminology value set relevant to the attributes of the biomedical concept surrogate.","CDISC DDF Biomedical Concept Surrogate Attribute Terminology","DDF CT 2025-09-26"
"C201320","C201257",,"DDF Biomedical Concept Surrogate Attribute Terminology","Biomedical Concept Surrogate Description",,"A narrative representation of the biomedical concept surrogate.","Biomedical Concept Surrogate Description","DDF CT 2025-09-26"
"C207473","C201257",,"DDF Biomedical Concept Surrogate Attribute Terminology","Biomedical Concept Surrogate Label",,"The short descriptive designation for the biomedical concept surrogate.","Biomedical Concept Surrogate Label","DDF CT 2025-09-26"
"C207474","C201257",,"DDF Biomedical Concept Surrogate Attribute Terminology","Biomedical Concept Surrogate Name",,"The literal identifier (i.e., distinctive designation) of the biomedical concept surrogate.","Biomedical Concept Surrogate Name","DDF CT 2025-09-26"
"C215532","C201257",,"DDF Biomedical Concept Surrogate Attribute Terminology","Biomedical Concept Surrogate Notes",,"A brief written record relevant to the biomedical concept surrogate.","Biomedical Concept Surrogate Note","DDF CT 2025-09-26"
"C201321","C201257",,"DDF Biomedical Concept Surrogate Attribute Terminology","Biomedical Concept Surrogate Reference",,"A citation to an authoritative source for a biomedical concept surrogate.","Biomedical Concept Surrogate Reference","DDF CT 2025-09-26"
"C215475",,"No","DDF Biospecimen Retention Attribute Terminology","DDF Biospecimen Retention Attribute Terminology","DDF Biospecimen Retention Attribute Terminology","A terminology value set relevant to the attributes of the biospecimen retention.","CDISC DDF Biospecimen Retention Attribute Terminology","DDF CT 2025-09-26"
"C181231","C215475",,"DDF Biospecimen Retention Attribute Terminology","Biospecimen Retention Description","Biospecimen Retention","A narrative representation of the biospecimen retention.","Biological Sample Retention Description","DDF CT 2025-09-26"
"C127777","C215475",,"DDF Biospecimen Retention Attribute Terminology","Biospecimen Retention Includes DNA Indicator","Biospecimen Retention Contains DNA Ind","An indication as to whether retained biospecimens contain DNA.","Retained Biospecimen Contains DNA Indicator","DDF CT 2025-09-26"
"C164620","C215475",,"DDF Biospecimen Retention Attribute Terminology","Biospecimen Retention Indicator","Biospecimen Retention Indicator","An indication as to whether biospecimens were retained.","Biospecimen Retention Indicator","DDF CT 2025-09-26"
"C215646","C215475",,"DDF Biospecimen Retention Attribute Terminology","Biospecimen Retention Label",,"The short descriptive designation for the biospecimen retention.","Biospecimen Retention Label","DDF CT 2025-09-26"
"C215645","C215475",,"DDF Biospecimen Retention Attribute Terminology","Biospecimen Retention Name",,"The literal identifier (i.e., distinctive designation) of the biospecimen retention.","Biospecimen Retention Name","DDF CT 2025-09-26"
"C207422",,"No","DDF Characteristic Attribute Terminology","DDF Characteristic Attribute Terminology","DDF Characteristic Attribute Terminology","A terminology value set relevant to the attributes of the characteristic.","CDISC DDF Characteristic Attribute Terminology","DDF CT 2025-09-26"
"C207475","C207422",,"DDF Characteristic Attribute Terminology","Characteristic Description",,"A narrative representation of the characteristic.","Characteristic Description","DDF CT 2025-09-26"
"C207476","C207422",,"DDF Characteristic Attribute Terminology","Characteristic Label",,"The short descriptive designation for the characteristic.","Characteristic Label","DDF CT 2025-09-26"
"C207477","C207422",,"DDF Characteristic Attribute Terminology","Characteristic Name",,"The literal identifier (i.e., distinctive designation) of the characteristic.","Characteristic Name","DDF CT 2025-09-26"
"C215548","C207422",,"DDF Characteristic Attribute Terminology","Characteristic Notes",,"A brief written record relevant to the characteristic.","Characteristic Note","DDF CT 2025-09-26"
"C207478","C207422",,"DDF Characteristic Attribute Terminology","Characteristic Text",,"An instance of structured text that represents the characteristic.","Characteristic Text","DDF CT 2025-09-26"
"C188699",,"No","DDF Clinical Study Attribute Terminology","DDF Clinical Study Attribute Terminology","DDF Clinical Study Attribute Terminology","A terminology value set relevant to the attributes of the clinical study.","CDISC DDF Clinical Study Attribute Terminology","DDF CT 2025-09-26"
"C142704","C188699",,"DDF Clinical Study Attribute Terminology","Clinical Study Description",,"A narrative representation of the clinical study.","Study Description","DDF CT 2025-09-26"
"C207479","C188699",,"DDF Clinical Study Attribute Terminology","Clinical Study Label",,"The short descriptive designation for the clinical study.","Clinical Study Label","DDF CT 2025-09-26"
"C68631","C188699",,"DDF Clinical Study Attribute Terminology","Clinical Study Name",,"The literal identifier (i.e., distinctive designation) of the clinical study.","Study Name","DDF CT 2025-09-26"
"C188722",,"No","DDF Code Attribute Terminology","DDF Code Attribute Terminology","DDF Code Attribute Terminology","A terminology value set relevant to the attributes of the code.","CDISC DDF Code Attribute Terminology","DDF CT 2025-09-26"
"C188859","C188722",,"DDF Code Attribute Terminology","Code System Name",,"The literal identifier (i.e., distinctive designation) of the system used to assign and/or manage codes.","Code System Name","DDF CT 2025-09-26"
"C188868","C188722",,"DDF Code Attribute Terminology","Code System Version",,"The version of the code system.","Coding System Version","DDF CT 2025-09-26"
"C188858","C188722",,"DDF Code Attribute Terminology","Code Value",,"The literal value of a code.","Code Value","DDF CT 2025-09-26"
"C188861","C188722",,"DDF Code Attribute Terminology","Decode",,"Standardized or dictionary-derived human readable text associated with a code.","Decode Text","DDF CT 2025-09-26"
"C215452",,"No","DDF Comment Annotation Attribute Terminology","DDF Comment Annotation Attribute Terminology","DDF Comment Annotation Attribute Terminology","A terminology value set relevant to the attributes of the comment annotation.","CDISC DDF Comment Annotation Attribute Terminology","DDF CT 2025-09-26"
"C215556","C215452",,"DDF Comment Annotation Attribute Terminology","Comment Annotation Code",,"A symbol or combination of symbols which is assigned to the comment annotation.","Comment Annotation Code","DDF CT 2025-09-26"
"C215555","C215452",,"DDF Comment Annotation Attribute Terminology","Comment Annotation Text",,"An instance of unstructured text that represents the comment annotation.","Comment Annotation Text","DDF CT 2025-09-26"
"C207425",,"No","DDF Condition Assignment Attribute Terminology","DDF Condition Assignment Attribute Terminology","DDF Condition Assignment Attribute Terminology","A terminology value set relevant to the attributes of the condition assignment.","CDISC DDF Condition Assignment Attribute Terminology","DDF CT 2025-09-26"
"C47953","C207425",,"DDF Condition Assignment Attribute Terminology","Logical Condition",,"An assumption on which rests the validity or effect of something else.","Logical Condition","DDF CT 2025-09-26"
"C207424",,"No","DDF Condition Attribute Terminology","DDF Condition Attribute Terminology","DDF Condition Attribute Terminology","A terminology value set relevant to the attributes of the condition.","CDISC DDF Condition Attribute Terminology","DDF CT 2025-09-26"
"C207481","C207424",,"DDF Condition Attribute Terminology","Condition Description",,"A narrative representation of the condition.","Condition Description","DDF CT 2025-09-26"
"C207482","C207424",,"DDF Condition Attribute Terminology","Condition Label",,"The short descriptive designation for the condition.","Condition Label","DDF CT 2025-09-26"
"C207483","C207424",,"DDF Condition Attribute Terminology","Condition Name",,"The literal identifier (i.e., distinctive designation) of the condition.","Condition Name","DDF CT 2025-09-26"
"C215552","C207424",,"DDF Condition Attribute Terminology","Condition Notes",,"A brief written record relevant to the condition.","Condition Note","DDF CT 2025-09-26"
"C207484","C207424",,"DDF Condition Attribute Terminology","Condition Text",,"An instance of structured text that represents the condition.","Condition Text","DDF CT 2025-09-26"
"C215468",,"No","DDF Document Content Reference Attribute Terminology","DDF Document Content Reference Attribute Terminology","DDF Document Content Reference Attribute Terminology","A terminology value set relevant to the attributes of the document content reference.","CDISC DDF Document Content Reference Attribute Terminology","DDF CT 2025-09-26"
"C215609","C215468",,"DDF Document Content Reference Attribute Terminology","Document Content Reference Section Number",,"The numeric identifier of a particular section for the document content reference.","Document Content Reference Section Number","DDF CT 2025-09-26"
"C215610","C215468",,"DDF Document Content Reference Attribute Terminology","Document Content Reference Section Title",,"An identifying designation for a particular section for the document content reference.","Document Content Reference Section Title","DDF CT 2025-09-26"
"C216966",,"No","DDF Duration Attribute Terminology","DDF Duration Terminology","DDF Duration Attribute Terminology","A terminology value set relevant to the attributes of the event duration.","CDISC DDF Duration Attribute Terminology","DDF CT 2025-09-26"
"C217011","C216966",,"DDF Duration Attribute Terminology","Duration Quantity Value",,"The value representing the amount of time over which the event occurs.","Duration Quantity Value","DDF CT 2025-09-26"
"C217008","C216966",,"DDF Duration Attribute Terminology","Duration Text",,"An instance of unstructured text that represents the event duration.","Duration Text","DDF CT 2025-09-26"
"C217009","C216966",,"DDF Duration Attribute Terminology","Duration Will Vary Indicator",,"An indication as to whether the event duration is planned to vary within and/or across subjects.","Duration Will Vary Indicator","DDF CT 2025-09-26"
"C217010","C216966",,"DDF Duration Attribute Terminology","Reason Duration Will Vary",,"The explanation for why the event duration will vary within and/or across subjects.","Reason Duration Will Vary","DDF CT 2025-09-26"
"C207427",,"No","DDF Eligibility Criteria Attribute Terminology","DDF Eligibility Criteria Attribute Terminology","DDF Eligibility Criteria Attribute Terminology","A terminology value set relevant to the attributes of the eligibility criteria.","CDISC DDF Eligibility Criteria Attribute Terminology","DDF CT 2025-09-26"
"C215537","C207427",,"DDF Eligibility Criteria Attribute Terminology","Eligibility Criterion Notes",,"A brief written record relevant to the eligibility criterion.","Eligibility Criterion Note","DDF CT 2025-09-26"
"C83016","C207427",,"DDF Eligibility Criteria Attribute Terminology","Study Eligibility Criterion Category","Study Eligibility Criteria Category","A classification of the inclusion exclusion criterion.","Inclusion Exclusion Criterion Category","DDF CT 2025-09-26"
"C207486","C207427",,"DDF Eligibility Criteria Attribute Terminology","Study Eligibility Criterion Description","Study Eligibility Criteria Description","A narrative representation of the study eligibility criterion.","Study Eligibility Criteria Description","DDF CT 2025-09-26"
"C207489","C207427",,"DDF Eligibility Criteria Attribute Terminology","Study Eligibility Criterion Identifier",,"A sequence of characters used to identify, name, or characterize the inclusion or exclusion criterion.","Study Eligibility Criterion Identifier","DDF CT 2025-09-26"
"C207487","C207427",,"DDF Eligibility Criteria Attribute Terminology","Study Eligibility Criterion Label","Study Eligibility Criteria Label","The short descriptive designation for the study eligibility criterion.","Study Eligibility Criteria Label","DDF CT 2025-09-26"
"C207488","C207427",,"DDF Eligibility Criteria Attribute Terminology","Study Eligibility Criterion Name","Study Eligibility Criteria Description","The literal identifier (i.e., distinctive designation) of the study eligibility criterion.","Study Eligibility Criteria Name","DDF CT 2025-09-26"
"C215476",,"No","DDF Eligibility Criterion Item Attribute Terminology","DDF Eligibility Criterion Item Attribute Terminology","DDF Eligibility Criterion Item Attribute Terminology","A terminology value set relevant to the attributes of the eligibility criterion item.","CDISC DDF Eligibility Criterion Item Attribute Terminology","DDF CT 2025-09-26"
"C215649","C215476",,"DDF Eligibility Criterion Item Attribute Terminology","Eligibility Criterion Item Description",,"A narrative representation of the eligibility criterion item.","Eligibility Criterion Item Description","DDF CT 2025-09-26"
"C215650","C215476",,"DDF Eligibility Criterion Item Attribute Terminology","Eligibility Criterion Item Label",,"The short descriptive designation for the eligibility criterion item.","Eligibility Criterion Item Label","DDF CT 2025-09-26"
"C215647","C215476",,"DDF Eligibility Criterion Item Attribute Terminology","Eligibility Criterion Item Name",,"The literal identifier (i.e., distinctive designation) of the eligibility criterion item.","Eligibility Criterion Item Name","DDF CT 2025-09-26"
"C215651","C215476",,"DDF Eligibility Criterion Item Attribute Terminology","Eligibility Criterion Item Notes",,"A brief written record relevant to the eligibility criterion item.","Eligibility Criterion Item Note","DDF CT 2025-09-26"
"C215648","C215476",,"DDF Eligibility Criterion Item Attribute Terminology","Eligibility Criterion Item Text",,"An instance of structured text that represents the eligibility criterion item.","Eligibility Criterion Item Text","DDF CT 2025-09-26"
