"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C158168","C128690",,"Ethnicity As Collected","DONG","DO","A Chinese person from the Dong ethnic group.","Dong Chinese","CDASH CT 2025-03-28"
"C158179","C128690",,"Ethnicity As Collected","DONGXIANG","DX","A Chinese person from the Dongxiang ethnic group.","Dongxiang Chinese","CDASH CT 2025-03-28"
"C158199","C128690",,"Ethnicity As Collected","EWENKI","EW","A Chinese person from the Ewenki ethnic group.","Ewenki Chinese","CDASH CT 2025-03-28"
"C158211","C128690",,"Ethnicity As Collected","GAOSHAN","GS","A Chinese person from the Gaoshan ethnic group.","Gaoshan Chinese","CDASH CT 2025-03-28"
"C158180","C128690",,"Ethnicity As Collected","GELAO","GL","A Chinese person from the Gelao ethnic group.","Gelao Chinese","CDASH CT 2025-03-28"
"C158200","C128690",,"Ethnicity As Collected","GIN","GI","A Chinese person from the Gin ethnic group.","Gin Chinese","CDASH CT 2025-03-28"
"C158158","C128690",,"Ethnicity As Collected","HAN","HA","A Chinese person from the Han ethnic group (including Chuanqing).","Han Chinese","CDASH CT 2025-03-28"
"C158173","C128690",,"Ethnicity As Collected","HANI","HN","A Chinese person from the Hani (including Sangkong) ethnic group.","Hani Chinese","CDASH CT 2025-03-28"
"C158210","C128690",,"Ethnicity As Collected","HEZHEN","HZ","A Chinese person from the Hezhen ethnic group.","Hezhen Chinese","CDASH CT 2025-03-28"
"C17459","C128690",,"Ethnicity As Collected","HISPANIC OR LATINO",,"A person of Mexican, Puerto Rican, Cuban, Central or South American or other Spanish culture or origin, regardless of race. (NCI)","Hispanic or Latino","CDASH CT 2025-03-28"
"C209543","C128690",,"Ethnicity As Collected","HISPANIC",,"Any of the peoples in the Americas and Spain who speak Spanish or are descended from Spanish-speaking communities.","Hispanic","CDASH CT 2025-03-28"
"C158160","C128690",,"Ethnicity As Collected","HUI","HU","A Chinese person from the Hui (including Utsuls of Hainan, descended from Cham refugees) ethnic group.","Hui Chinese","CDASH CT 2025-03-28"
"C158190","C128690",,"Ethnicity As Collected","JINGPO","JP","A Chinese person from the Jingpo ethnic group.","Jingpo Chinese","CDASH CT 2025-03-28"
"C158201","C128690",,"Ethnicity As Collected","JINO","JN","A Chinese person from the Jino ethnic group.","Jino Chinese","CDASH CT 2025-03-28"
"C158175","C128690",,"Ethnicity As Collected","KAZAK","KZ","A Chinese person from the Kazak ethnic group.","Kazak Chinese","CDASH CT 2025-03-28"
"C158189","C128690",,"Ethnicity As Collected","KIRGIZ","KG","A Chinese person from the Kirgiz ethnic group.","Kirgiz Chinese","CDASH CT 2025-03-28"
"C205491","C128690",,"Ethnicity As Collected","KURDISH",,"A person from the Kurdish ethnic group.","Kurdish","CDASH CT 2025-03-28"
"C158181","C128690",,"Ethnicity As Collected","LAHU","LH","A Chinese person from the Lahu ethnic group.","Lahu Chinese","CDASH CT 2025-03-28"
"C126531","C128690",,"Ethnicity As Collected","LATIN AMERICAN",,"A person of Latin American descent.","Latin American","CDASH CT 2025-03-28"
"C209544","C128690",,"Ethnicity As Collected","LATINO","Latina; LatinX","A person with origins from anywhere in Latin America (Mexico, South and Central America) and/or the Caribbean.","Latino","CDASH CT 2025-03-28"
"C209545","C128690",,"Ethnicity As Collected","LATINO-CARIBBEAN","Latin Caribbean","A person of Latino and Caribbean descent.","Latino-Caribbean","CDASH CT 2025-03-28"
"C158212","C128690",,"Ethnicity As Collected","LHOBA","LB","A Chinese person from the Lhoba ethnic group.","Lhoba Chinese","CDASH CT 2025-03-28"
"C158174","C128690",,"Ethnicity As Collected","LI","LI","A Chinese person from the Li ethnic group.","Li Chinese","CDASH CT 2025-03-28"
"C158178","C128690",,"Ethnicity As Collected","LISU","LS","A Chinese person from the Lisu ethnic group.","Lisu Chinese","CDASH CT 2025-03-28"
"C158161","C128690",,"Ethnicity As Collected","MAN","MA","A Chinese person from the Man ethnic group.","Man Chinese","CDASH CT 2025-03-28"
"C158194","C128690",,"Ethnicity As Collected","MAONAN","MN","A Chinese person from the Maonan (including the Then) ethnic group.","Maonan Chinese","CDASH CT 2025-03-28"
"C67114","C128690",,"Ethnicity As Collected","MEXICAN AMERICAN",,"A person of Mexican and American descent.","Mexican American","CDASH CT 2025-03-28"
"C67113","C128690",,"Ethnicity As Collected","MEXICAN",,"A person of Mexican descent.","Mexican","CDASH CT 2025-03-28"
"C158163","C128690",,"Ethnicity As Collected","MIAO","MH","A Chinese person from the Miao (Including Hmong) ethnic group.","Miao Chinese","CDASH CT 2025-03-28"
"C158207","C128690",,"Ethnicity As Collected","MONBA","MB","A Chinese person from the Monba ethnic group.","Monba Chinese","CDASH CT 2025-03-28"
"C158167","C128690",,"Ethnicity As Collected","MONGOL","MG","A Chinese person from the Mongol ethnic group.","Mongol Chinese","CDASH CT 2025-03-28"
"C158187","C128690",,"Ethnicity As Collected","MULAO","ML","A Chinese person from the Mulao (including the Qago) ethnic group.","Mulao Chinese","CDASH CT 2025-03-28"
"C158184","C128690",,"Ethnicity As Collected","NAXI","NX","A Chinese person from the Naxi (including Mosuo) ethnic group.","Naxi Chinese","CDASH CT 2025-03-28"
"C41222","C128690",,"Ethnicity As Collected","NOT HISPANIC OR LATINO",,"A person not of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race. An arbitrary ethnic classification. (NCI)","Not Hispanic or Latino","CDASH CT 2025-03-28"
"C43234","C128690",,"Ethnicity As Collected","NOT REPORTED","Not reported","Not provided or available.","Not Reported","CDASH CT 2025-03-28"
"C158198","C128690",,"Ethnicity As Collected","NU","NU","A Chinese person from the Nu ethnic group.","Nu Chinese","CDASH CT 2025-03-28"
"C158208","C128690",,"Ethnicity As Collected","OROQEN","OR","A Chinese person from the Oroqen ethnic group.","Oroqen Chinese","CDASH CT 2025-03-28"
"C67112","C128690",,"Ethnicity As Collected","PUERTO RICAN",,"A person of Puerto Rican descent.","Puerto Rican","CDASH CT 2025-03-28"
"C158196","C128690",,"Ethnicity As Collected","PUMI","PM","A Chinese person from the Pumi ethnic group.","Pumi Chinese","CDASH CT 2025-03-28"
"C158185","C128690",,"Ethnicity As Collected","QIANG","QI","A Chinese person from the Qiang ethnic group.","Qiang Chinese","CDASH CT 2025-03-28"
"C158204","C128690",,"Ethnicity As Collected","RUSS","RS","A Chinese person from the Russ ethnic group.","Russ Chinese","CDASH CT 2025-03-28"
"C158192","C128690",,"Ethnicity As Collected","SALAR","SL","A Chinese person from the Salar ethnic group.","Salar Chinese","CDASH CT 2025-03-28"
"C103283","C128690",,"Ethnicity As Collected","SEPHARDIC JEW",,"A person of Sephardic Jewish descent.","Sephardic Jew","CDASH CT 2025-03-28"
"C158177","C128690",,"Ethnicity As Collected","SHE","SH","A Chinese person from the She ethnic group.","She Chinese","CDASH CT 2025-03-28"
"C126532","C128690",,"Ethnicity As Collected","SOUTH AMERICAN",,"A person of South American descent.","South American","CDASH CT 2025-03-28"
"C67120","C128690",,"Ethnicity As Collected","SPANISH","Spaniard","A person from Spain or of Spanish descent.","Spanish","CDASH CT 2025-03-28"
"C158183","C128690",,"Ethnicity As Collected","SUI","SU","A Chinese person from the Sui ethnic group.","Sui Chinese","CDASH CT 2025-03-28"
"C158195","C128690",,"Ethnicity As Collected","TAJIK","TA","A Chinese person from the Tajik ethnic group.","Tajik Chinese","CDASH CT 2025-03-28"
"C158213","C128690",,"Ethnicity As Collected","TATAR","TT","A Chinese person from the Tatar ethnic group.","Tatar Chinese","CDASH CT 2025-03-28"
"C158186","C128690",,"Ethnicity As Collected","TU","TU","A Chinese person from the Tu ethnic group.","Tu Chinese","CDASH CT 2025-03-28"
"C158165","C128690",,"Ethnicity As Collected","TUJIA","TJ","A Chinese person from the Tujia ethnic group.","Tujia Chinese","CDASH CT 2025-03-28"
"C17998","C128690",,"Ethnicity As Collected","UNKNOWN","U; UNK; Unknown","Not known, not observed, not recorded, or refused. (NCI)","Unknown","CDASH CT 2025-03-28"
"C158162","C128690",,"Ethnicity As Collected","UYGUR","UG","A Chinese person from the Uygur ethnic group.","Uygur Chinese","CDASH CT 2025-03-28"
"C158206","C128690",,"Ethnicity As Collected","UZBEK","UZ","A Chinese person from the Uzbek ethnic group.","Uzbek Chinese","CDASH CT 2025-03-28"
"C158182","C128690",,"Ethnicity As Collected","VA","VA","A Chinese person from the Va ethnic group.","Va Chinese","CDASH CT 2025-03-28"
"C158188","C128690",,"Ethnicity As Collected","XIBE","XB","A Chinese person from the Xibe ethnic group.","Xibe Chinese","CDASH CT 2025-03-28"
"C158170","C128690",,"Ethnicity As Collected","YAO","YA","A Chinese person from the Yao ethnic group.","Yao Chinese","CDASH CT 2025-03-28"
"C158164","C128690",,"Ethnicity As Collected","YI","YI","A Chinese person from the Yi ethnic group.","Yi Chinese","CDASH CT 2025-03-28"
"C158205","C128690",,"Ethnicity As Collected","YUGUR","YG","A Chinese person from the Yugur ethnic group.","Yugur Chinese","CDASH CT 2025-03-28"
"C158166","C128690",,"Ethnicity As Collected","ZANG","ZA","A Chinese person from the Zang (including Amdowa, Khampa and some Pumi speakers) ethnic group.","Zang Chinese","CDASH CT 2025-03-28"
"C158159","C128690",,"Ethnicity As Collected","ZHUANG","ZH","A Chinese person from the Zhuang ethnic group.","Zhuang Chinese","CDASH CT 2025-03-28"
"C78426",,"Yes","Exposure Dose Form","EXDOSFRM","Exposure Dose Form","A terminology subset of the CDISC SDTM Pharmaceutical Dosage Form codelist created for CDASH Exposure Dose Form codelist. (NCI)","CDISC CDASH Exposure Dose Form Terminology","CDASH CT 2025-03-28"
"C42887","C78426",,"Exposure Dose Form","AEROSOL","aer","A product that is packaged under pressure and contains therapeutically active ingredients that are released upon activation of an appropriate valve system; it is intended for topical application to the skin as well as local application into the nose (nasal aerosols), mouth (lingual aerosols), or lungs (inhalation aerosols).","Aerosol Dosage Form","CDASH CT 2025-03-28"
"C25158","C78426",,"Exposure Dose Form","CAPSULE","cap","A solid pharmaceutical dosage form that contains medicinal agent within either a hard or soft soluble container or shell, usually used for the oral administration of medicine. The shells are made of a suitable form of gelatin or other substance. (NCI)","Capsule Dosage Form","CDASH CT 2025-03-28"
"C28944","C78426",,"Exposure Dose Form","CREAM",,"A semisolid emulsion of either the oil-in-water or the water-in-oil type, ordinarily intended for topical use. (NCI)","Cream Dosage Form","CDASH CT 2025-03-28"
"C42933","C78426",,"Exposure Dose Form","GAS",,"Any elastic aeriform fluid in which the molecules are separated from one another and have free paths. (NCI)","Gas Dosage Form","CDASH CT 2025-03-28"
"C42934","C78426",,"Exposure Dose Form","GEL",,"A semisolid (1) dosage form that contains a gelling agent to provide stiffness to a solution or a colloidal dispersion (2). A gel may contain suspended particles. Note 1: A semisolid is not pourable; it does not flow or conform to its container at room temperature. It does not flow at low shear stress and generally exhibits plastic flow behavior. Note 2: A colloidal dispersion is a system in which particles of colloidal dimension (i.e., typically between 1 nm and 1 micrometer) are distributed uniformly throughout a liquid.","Gel Dosage Form","CDASH CT 2025-03-28"
"C42966","C78426",,"Exposure Dose Form","OINTMENT","oint","A suspension or emulsion, semisolid (1) dosage form, usually containing less than 20 percent water and volatiles (2) and greater than 50 percent hydrocarbons, waxes, or polyols as the vehicle. This dosage form is generally for external application to the skin or mucous membranes. Note 1: A semisolid is not pourable; it does not flow or conform to its container at room temperature. It does not flow at low shear stress and generally exhibits plastic flow behavior. Note 2: Percent water and volatiles are measured by a loss on drying test in which the sample is heated at 105 degrees C until constant weight is achieved.","Ointment Dosage Form","CDASH CT 2025-03-28"
"C42968","C78426",,"Exposure Dose Form","PATCH",,"A drug delivery system that often contains an adhesive backing that is usually applied to an external site on the body. Its ingredients either passively diffuse from, or are actively transported from, some portion of the patch. Depending upon the patch, the ingredients are either delivered to the outer surface of the body or into the body. A patch is sometimes synonymous with the terms Extended Release Film and System.","Patch Dosage Form","CDASH CT 2025-03-28"
"C42972","C78426",,"Exposure Dose Form","POWDER",,"An intimate mixture of dry, finely divided drugs and/or chemicals that may be intended for internal or external use. (NCI)","Powder Dosage Form","CDASH CT 2025-03-28"
"C42989","C78426",,"Exposure Dose Form","SPRAY",,"A liquid minutely divided as by a jet of air or steam. (NCI)","Spray Dosage Form","CDASH CT 2025-03-28"
"C42993","C78426",,"Exposure Dose Form","SUPPOSITORY","supp","A solid body of various weights and shapes, adapted for introduction into the rectal, vaginal, or urethral orifice of the human body; they usually melt, soften, or dissolve at body temperature.","Suppository Dosage Form","CDASH CT 2025-03-28"
"C42994","C78426",,"Exposure Dose Form","SUSPENSION","Ready to Use Suspension; susp","A dosage form that contains solid particles dispersed in a liquid vehicle.","Suspension Dosage Form","CDASH CT 2025-03-28"
"C42998","C78426",,"Exposure Dose Form","TABLET","tab","A solid dosage form containing medicinal substances with or without suitable diluents. (NCI)","Tablet Dosage Form","CDASH CT 2025-03-28"
"C78745",,"Yes","Exposure Dosing Frequency per Interval","EXDOSFRQ","Exposure Dosing Frequency per Interval","A terminology subset of the CDISC SDTM Frequency codelist created for CDASH Exposure Dosing Frequency per Interval codelist. (NCI)","CDISC CDASH Exposure Dosing Frequency per Interval Terminology","CDASH CT 2025-03-28"
"C64496","C78745",,"Exposure Dosing Frequency per Interval","BID","BD; Twice per day","Two times per day, at unspecified times. (NCI)","Twice Daily","CDASH CT 2025-03-28"
"C64499","C78745",,"Exposure Dosing Frequency per Interval","PRN","As needed","As needed. (NCI)","As Needed","CDASH CT 2025-03-28"
"C25473","C78745",,"Exposure Dosing Frequency per Interval","QD","/day; Daily; Per Day","A rate of occurrences within a period of time equal to one day.","Daily","CDASH CT 2025-03-28"
"C64530","C78745",,"Exposure Dosing Frequency per Interval","QID","4 times per day","Four times per day. (NCI)","Four Times Daily","CDASH CT 2025-03-28"
"C64498","C78745",,"Exposure Dosing Frequency per Interval","QM","Every Month; Per Month","Every month. (NCI)","Monthly","CDASH CT 2025-03-28"
"C64525","C78745",,"Exposure Dosing Frequency per Interval","QOD","Every other day; Every Second Day; Every Two Days; Q2D","Every other day. (NCI)","Every Other Day","CDASH CT 2025-03-28"
"C64527","C78745",,"Exposure Dosing Frequency per Interval","TID","3 times per day","Three times per day. (NCI)","Three Times Daily","CDASH CT 2025-03-28"
"C17998","C78745",,"Exposure Dosing Frequency per Interval","UNKNOWN","U; UNK; Unknown","Not known, not observed, not recorded, or refused. (NCI)","Unknown","CDASH CT 2025-03-28"
